rawDemand_MW,rawIrradiance_Wm_2,raPV_power_mw,rawPanel_temp_C,dateTimeUTC,dateTimeLocal,year,monthName,dayOfWeek,hourNumber,settlementPeriod,timeofDayLocal,bankHoliday,workingDay
1.89,0,0,6.86,2018-04-15 23:00:00.0000000,2018-04-16 00:00:00.0000000,2018,Apr,Mon,0,22559,2021-01-31 00:00:00.0000000,NOT HOLIDAY,WD
1.79,0,0,7.16,2018-04-15 23:30:00.0000000,2018-04-16 00:30:00.0000000,2018,Apr,Mon,0,22560,2021-01-31 00:30:00.0000000,NOT HOLIDAY,WD
2,0,0,6.78,2018-04-16 00:00:00.0000000,2018-04-16 01:00:00.0000000,2018,Apr,Mon,0,22561,2021-01-31 01:00:00.0000000,NOT HOLIDAY,WD
2,0,0,6.55,2018-04-16 00:30:00.0000000,2018-04-16 01:30:00.0000000,2018,Apr,Mon,0,22562,2021-01-31 01:30:00.0000000,NOT HOLIDAY,WD
1.94,0,0,6.78,2018-04-16 01:00:00.0000000,2018-04-16 02:00:00.0000000,2018,Apr,Mon,0,22563,2021-01-31 02:00:00.0000000,NOT HOLIDAY,WD
1.88,0,0,6.02,2018-04-16 01:30:00.0000000,2018-04-16 02:30:00.0000000,2018,Apr,Mon,0,22564,2021-01-31 02:30:00.0000000,NOT HOLIDAY,WD
1.76,0,0,6.03,2018-04-16 02:00:00.0000000,2018-04-16 03:00:00.0000000,2018,Apr,Mon,0,22565,2021-01-31 03:00:00.0000000,NOT HOLIDAY,WD
1.74,0,0,5.84,2018-04-16 02:30:00.0000000,2018-04-16 03:30:00.0000000,2018,Apr,Mon,0,22566,2021-01-31 03:30:00.0000000,NOT HOLIDAY,WD
1.74,0,0,7.02,2018-04-16 03:00:00.0000000,2018-04-16 04:00:00.0000000,2018,Apr,Mon,0,22567,2021-01-31 04:00:00.0000000,NOT HOLIDAY,WD
1.64,0,0,6.61,2018-04-16 03:30:00.0000000,2018-04-16 04:30:00.0000000,2018,Apr,Mon,0,22568,2021-01-31 04:30:00.0000000,NOT HOLIDAY,WD
1.75,0,0,5.04,2018-04-16 04:00:00.0000000,2018-04-16 05:00:00.0000000,2018,Apr,Mon,0,22569,2021-01-31 05:00:00.0000000,NOT HOLIDAY,WD
1.97,0,0,6.63,2018-04-16 04:30:00.0000000,2018-04-16 05:30:00.0000000,2018,Apr,Mon,0,22570,2021-01-31 05:30:00.0000000,NOT HOLIDAY,WD
2.41,1.15,0,5.91,2018-04-16 05:00:00.0000000,2018-04-16 06:00:00.0000000,2018,Apr,Mon,0,22571,2021-01-31 06:00:00.0000000,NOT HOLIDAY,WD
2.76,14.37,0.04,6.96,2018-04-16 05:30:00.0000000,2018-04-16 06:30:00.0000000,2018,Apr,Mon,0,22572,2021-01-31 06:30:00.0000000,NOT HOLIDAY,WD
3.18,44.16,0.17,6.62,2018-04-16 06:00:00.0000000,2018-04-16 07:00:00.0000000,2018,Apr,Mon,0,22573,2021-01-31 07:00:00.0000000,NOT HOLIDAY,WD
3.42,108.87,0.42,8.66,2018-04-16 06:30:00.0000000,2018-04-16 07:30:00.0000000,2018,Apr,Mon,0,22574,2021-01-31 07:30:00.0000000,NOT HOLIDAY,WD
3.35,130.76,0.55,10.54,2018-04-16 07:00:00.0000000,2018-04-16 08:00:00.0000000,2018,Apr,Mon,0,22575,2021-01-31 08:00:00.0000000,NOT HOLIDAY,WD
3.28,175.31,0.75,11.63,2018-04-16 07:30:00.0000000,2018-04-16 08:30:00.0000000,2018,Apr,Mon,0,22576,2021-01-31 08:30:00.0000000,NOT HOLIDAY,WD
3.21,276.85,1.18,13.11,2018-04-16 08:00:00.0000000,2018-04-16 09:00:00.0000000,2018,Apr,Mon,0,22577,2021-01-31 09:00:00.0000000,NOT HOLIDAY,WD
2.91,516.08,2.17,14.15,2018-04-16 08:30:00.0000000,2018-04-16 09:30:00.0000000,2018,Apr,Mon,0,22578,2021-01-31 09:30:00.0000000,NOT HOLIDAY,WD
2.72,715.28,2.99,19.11,2018-04-16 09:00:00.0000000,2018-04-16 10:00:00.0000000,2018,Apr,Mon,0,22579,2021-01-31 10:00:00.0000000,NOT HOLIDAY,WD
2.72,669.75,2.8,21.93,2018-04-16 09:30:00.0000000,2018-04-16 10:30:00.0000000,2018,Apr,Mon,0,22580,2021-01-31 10:30:00.0000000,NOT HOLIDAY,WD
2.69,813.36,3.27,20.87,2018-04-16 10:00:00.0000000,2018-04-16 11:00:00.0000000,2018,Apr,Mon,0,22581,2021-01-31 11:00:00.0000000,NOT HOLIDAY,WD
2.61,822.04,3.41,23.55,2018-04-16 10:30:00.0000000,2018-04-16 11:30:00.0000000,2018,Apr,Mon,0,22582,2021-01-31 11:30:00.0000000,NOT HOLIDAY,WD
2.75,511.79,2.22,20.01,2018-04-16 11:00:00.0000000,2018-04-16 12:00:00.0000000,2018,Apr,Mon,0,22583,2021-01-31 12:00:00.0000000,NOT HOLIDAY,WD
2.59,820.83,3.24,19.82,2018-04-16 11:30:00.0000000,2018-04-16 12:30:00.0000000,2018,Apr,Mon,0,22584,2021-01-31 12:30:00.0000000,NOT HOLIDAY,WD
2.34,995.41,3.78,26.51,2018-04-16 12:00:00.0000000,2018-04-16 13:00:00.0000000,2018,Apr,Mon,0,22585,2021-01-31 13:00:00.0000000,NOT HOLIDAY,WD
2.31,857.38,3.52,23.83,2018-04-16 12:30:00.0000000,2018-04-16 13:30:00.0000000,2018,Apr,Mon,0,22586,2021-01-31 13:30:00.0000000,NOT HOLIDAY,WD
2.41,775.64,3.3,22.53,2018-04-16 13:00:00.0000000,2018-04-16 14:00:00.0000000,2018,Apr,Mon,0,22587,2021-01-31 14:00:00.0000000,NOT HOLIDAY,WD
2.33,900.31,3.59,25,2018-04-16 13:30:00.0000000,2018-04-16 14:30:00.0000000,2018,Apr,Mon,0,22588,2021-01-31 14:30:00.0000000,NOT HOLIDAY,WD
2.27,807.96,3.5,24.93,2018-04-16 14:00:00.0000000,2018-04-16 15:00:00.0000000,2018,Apr,Mon,0,22589,2021-01-31 15:00:00.0000000,NOT HOLIDAY,WD
2.49,620.95,2.74,22.78,2018-04-16 14:30:00.0000000,2018-04-16 15:30:00.0000000,2018,Apr,Mon,0,22590,2021-01-31 15:30:00.0000000,NOT HOLIDAY,WD
2.82,556.62,2.49,19.45,2018-04-16 15:00:00.0000000,2018-04-16 16:00:00.0000000,2018,Apr,Mon,0,22591,2021-01-31 16:00:00.0000000,NOT HOLIDAY,WD
3.26,296.27,1.39,16.81,2018-04-16 15:30:00.0000000,2018-04-16 16:30:00.0000000,2018,Apr,Mon,0,22592,2021-01-31 16:30:00.0000000,NOT HOLIDAY,WD
3.56,223.13,1,13.92,2018-04-16 16:00:00.0000000,2018-04-16 17:00:00.0000000,2018,Apr,Mon,0,22593,2021-01-31 17:00:00.0000000,NOT HOLIDAY,WD
3.69,122.88,0.54,12.65,2018-04-16 16:30:00.0000000,2018-04-16 17:30:00.0000000,2018,Apr,Mon,0,22594,2021-01-31 17:30:00.0000000,NOT HOLIDAY,WD
3.86,72.26,0.31,10.76,2018-04-16 17:00:00.0000000,2018-04-16 18:00:00.0000000,2018,Apr,Mon,0,22595,2021-01-31 18:00:00.0000000,NOT HOLIDAY,WD
3.76,60.45,0.25,10.51,2018-04-16 17:30:00.0000000,2018-04-16 18:30:00.0000000,2018,Apr,Mon,0,22596,2021-01-31 18:30:00.0000000,NOT HOLIDAY,WD
3.76,28.72,0.11,9.94,2018-04-16 18:00:00.0000000,2018-04-16 19:00:00.0000000,2018,Apr,Mon,0,22597,2021-01-31 19:00:00.0000000,NOT HOLIDAY,WD
3.68,8.81,0.02,9.5,2018-04-16 18:30:00.0000000,2018-04-16 19:30:00.0000000,2018,Apr,Mon,0,22598,2021-01-31 19:30:00.0000000,NOT HOLIDAY,WD
3.74,0.18,0,9.11,2018-04-16 19:00:00.0000000,2018-04-16 20:00:00.0000000,2018,Apr,Mon,0,22599,2021-01-31 20:00:00.0000000,NOT HOLIDAY,WD
3.68,0,0,8.99,2018-04-16 19:30:00.0000000,2018-04-16 20:30:00.0000000,2018,Apr,Mon,0,22600,2021-01-31 20:30:00.0000000,NOT HOLIDAY,WD
3.53,0,0,9.12,2018-04-16 20:00:00.0000000,2018-04-16 21:00:00.0000000,2018,Apr,Mon,0,22601,2021-01-31 21:00:00.0000000,NOT HOLIDAY,WD
3.17,0,0,9.11,2018-04-16 20:30:00.0000000,2018-04-16 21:30:00.0000000,2018,Apr,Mon,0,22602,2021-01-31 21:30:00.0000000,NOT HOLIDAY,WD
2.9,0,0,9.28,2018-04-16 21:00:00.0000000,2018-04-16 22:00:00.0000000,2018,Apr,Mon,0,22603,2021-01-31 22:00:00.0000000,NOT HOLIDAY,WD
2.44,0,0,8.87,2018-04-16 21:30:00.0000000,2018-04-16 22:30:00.0000000,2018,Apr,Mon,0,22604,2021-01-31 22:30:00.0000000,NOT HOLIDAY,WD
2.23,0,0,9,2018-04-16 22:00:00.0000000,2018-04-16 23:00:00.0000000,2018,Apr,Mon,0,22605,2021-01-31 23:00:00.0000000,NOT HOLIDAY,WD
1.97,0,0,9,2018-04-16 22:30:00.0000000,2018-04-16 23:30:00.0000000,2018,Apr,Mon,0,22606,2021-01-31 23:30:00.0000000,NOT HOLIDAY,WD
1.88,0,0,9.08,2018-04-16 23:00:00.0000000,2018-04-17 00:00:00.0000000,2018,Apr,Tue,0,22607,2021-01-31 00:00:00.0000000,NOT HOLIDAY,WD
1.75,0,0,9.03,2018-04-16 23:30:00.0000000,2018-04-17 00:30:00.0000000,2018,Apr,Tue,0,22608,2021-01-31 00:30:00.0000000,NOT HOLIDAY,WD
2,0,0,9.02,2018-04-17 00:00:00.0000000,2018-04-17 01:00:00.0000000,2018,Apr,Tue,0,22609,2021-01-31 01:00:00.0000000,NOT HOLIDAY,WD
2,0,0,8.78,2018-04-17 00:30:00.0000000,2018-04-17 01:30:00.0000000,2018,Apr,Tue,0,22610,2021-01-31 01:30:00.0000000,NOT HOLIDAY,WD
1.97,0,0,8.73,2018-04-17 01:00:00.0000000,2018-04-17 02:00:00.0000000,2018,Apr,Tue,0,22611,2021-01-31 02:00:00.0000000,NOT HOLIDAY,WD
1.88,0,0,8.82,2018-04-17 01:30:00.0000000,2018-04-17 02:30:00.0000000,2018,Apr,Tue,0,22612,2021-01-31 02:30:00.0000000,NOT HOLIDAY,WD
1.86,0,0,8.87,2018-04-17 02:00:00.0000000,2018-04-17 03:00:00.0000000,2018,Apr,Tue,0,22613,2021-01-31 03:00:00.0000000,NOT HOLIDAY,WD
1.79,0,0,8.86,2018-04-17 02:30:00.0000000,2018-04-17 03:30:00.0000000,2018,Apr,Tue,0,22614,2021-01-31 03:30:00.0000000,NOT HOLIDAY,WD
1.74,0,0,8.94,2018-04-17 03:00:00.0000000,2018-04-17 04:00:00.0000000,2018,Apr,Tue,0,22615,2021-01-31 04:00:00.0000000,NOT HOLIDAY,WD
1.74,0,0,8.9,2018-04-17 03:30:00.0000000,2018-04-17 04:30:00.0000000,2018,Apr,Tue,0,22616,2021-01-31 04:30:00.0000000,NOT HOLIDAY,WD
1.83,0,0,9.03,2018-04-17 04:00:00.0000000,2018-04-17 05:00:00.0000000,2018,Apr,Tue,0,22617,2021-01-31 05:00:00.0000000,NOT HOLIDAY,WD
2.06,0,0,9.03,2018-04-17 04:30:00.0000000,2018-04-17 05:30:00.0000000,2018,Apr,Tue,0,22618,2021-01-31 05:30:00.0000000,NOT HOLIDAY,WD
2.43,0.31,0,9.17,2018-04-17 05:00:00.0000000,2018-04-17 06:00:00.0000000,2018,Apr,Tue,0,22619,2021-01-31 06:00:00.0000000,NOT HOLIDAY,WD
2.74,6.74,0.01,9.45,2018-04-17 05:30:00.0000000,2018-04-17 06:30:00.0000000,2018,Apr,Tue,0,22620,2021-01-31 06:30:00.0000000,NOT HOLIDAY,WD
3.25,19.75,0.07,9.65,2018-04-17 06:00:00.0000000,2018-04-17 07:00:00.0000000,2018,Apr,Tue,0,22621,2021-01-31 07:00:00.0000000,NOT HOLIDAY,WD
3.67,40.31,0.16,9.95,2018-04-17 06:30:00.0000000,2018-04-17 07:30:00.0000000,2018,Apr,Tue,0,22622,2021-01-31 07:30:00.0000000,NOT HOLIDAY,WD
3.6,39.97,0.16,10.57,2018-04-17 07:00:00.0000000,2018-04-17 08:00:00.0000000,2018,Apr,Tue,0,22623,2021-01-31 08:00:00.0000000,NOT HOLIDAY,WD
3.52,54.01,0.23,10.8,2018-04-17 07:30:00.0000000,2018-04-17 08:30:00.0000000,2018,Apr,Tue,0,22624,2021-01-31 08:30:00.0000000,NOT HOLIDAY,WD
3.49,59.32,0.25,11.23,2018-04-17 08:00:00.0000000,2018-04-17 09:00:00.0000000,2018,Apr,Tue,0,22625,2021-01-31 09:00:00.0000000,NOT HOLIDAY,WD
3.49,65.35,0.28,11.41,2018-04-17 08:30:00.0000000,2018-04-17 09:30:00.0000000,2018,Apr,Tue,0,22626,2021-01-31 09:30:00.0000000,NOT HOLIDAY,WD
3.3,83.77,0.38,11.21,2018-04-17 09:00:00.0000000,2018-04-17 10:00:00.0000000,2018,Apr,Tue,0,22627,2021-01-31 10:00:00.0000000,NOT HOLIDAY,WD
3.32,78.9,0.36,10.55,2018-04-17 09:30:00.0000000,2018-04-17 10:30:00.0000000,2018,Apr,Tue,0,22628,2021-01-31 10:30:00.0000000,NOT HOLIDAY,WD
3.35,83.99,0.39,10.46,2018-04-17 10:00:00.0000000,2018-04-17 11:00:00.0000000,2018,Apr,Tue,0,22629,2021-01-31 11:00:00.0000000,NOT HOLIDAY,WD
3.35,84.68,0.39,10.53,2018-04-17 10:30:00.0000000,2018-04-17 11:30:00.0000000,2018,Apr,Tue,0,22630,2021-01-31 11:30:00.0000000,NOT HOLIDAY,WD
3.39,97.27,0.45,10.82,2018-04-17 11:00:00.0000000,2018-04-17 12:00:00.0000000,2018,Apr,Tue,0,22631,2021-01-31 12:00:00.0000000,NOT HOLIDAY,WD
3.33,117.55,0.56,11.9,2018-04-17 11:30:00.0000000,2018-04-17 12:30:00.0000000,2018,Apr,Tue,0,22632,2021-01-31 12:30:00.0000000,NOT HOLIDAY,WD
3.2,115.82,0.55,12.39,2018-04-17 12:00:00.0000000,2018-04-17 13:00:00.0000000,2018,Apr,Tue,0,22633,2021-01-31 13:00:00.0000000,NOT HOLIDAY,WD
3.17,102.77,0.49,11.57,2018-04-17 12:30:00.0000000,2018-04-17 13:30:00.0000000,2018,Apr,Tue,0,22634,2021-01-31 13:30:00.0000000,NOT HOLIDAY,WD
3.13,86.87,0.4,11.09,2018-04-17 13:00:00.0000000,2018-04-17 14:00:00.0000000,2018,Apr,Tue,0,22635,2021-01-31 14:00:00.0000000,NOT HOLIDAY,WD
3.1,104.08,0.49,11.68,2018-04-17 13:30:00.0000000,2018-04-17 14:30:00.0000000,2018,Apr,Tue,0,22636,2021-01-31 14:30:00.0000000,NOT HOLIDAY,WD
3.19,61.68,0.28,11.4,2018-04-17 14:00:00.0000000,2018-04-17 15:00:00.0000000,2018,Apr,Tue,0,22637,2021-01-31 15:00:00.0000000,NOT HOLIDAY,WD
3.34,64.44,0.29,11.29,2018-04-17 14:30:00.0000000,2018-04-17 15:30:00.0000000,2018,Apr,Tue,0,22638,2021-01-31 15:30:00.0000000,NOT HOLIDAY,WD
3.71,50.66,0.22,11.18,2018-04-17 15:00:00.0000000,2018-04-17 16:00:00.0000000,2018,Apr,Tue,0,22639,2021-01-31 16:00:00.0000000,NOT HOLIDAY,WD
4.09,41.9,0.18,11,2018-04-17 15:30:00.0000000,2018-04-17 16:30:00.0000000,2018,Apr,Tue,0,22640,2021-01-31 16:30:00.0000000,NOT HOLIDAY,WD
4.36,39.11,0.17,11.05,2018-04-17 16:00:00.0000000,2018-04-17 17:00:00.0000000,2018,Apr,Tue,0,22641,2021-01-31 17:00:00.0000000,NOT HOLIDAY,WD
4.33,31.09,0.12,11.03,2018-04-17 16:30:00.0000000,2018-04-17 17:30:00.0000000,2018,Apr,Tue,0,22642,2021-01-31 17:30:00.0000000,NOT HOLIDAY,WD
4.36,23.58,0.09,10.79,2018-04-17 17:00:00.0000000,2018-04-17 18:00:00.0000000,2018,Apr,Tue,0,22643,2021-01-31 18:00:00.0000000,NOT HOLIDAY,WD
4.21,12.45,0.04,10.48,2018-04-17 17:30:00.0000000,2018-04-17 18:30:00.0000000,2018,Apr,Tue,0,22644,2021-01-31 18:30:00.0000000,NOT HOLIDAY,WD
4.13,5.98,0.01,10.39,2018-04-17 18:00:00.0000000,2018-04-17 19:00:00.0000000,2018,Apr,Tue,0,22645,2021-01-31 19:00:00.0000000,NOT HOLIDAY,WD
4.06,2.24,0,10.1,2018-04-17 18:30:00.0000000,2018-04-17 19:30:00.0000000,2018,Apr,Tue,0,22646,2021-01-31 19:30:00.0000000,NOT HOLIDAY,WD
3.97,0,0,10.06,2018-04-17 19:00:00.0000000,2018-04-17 20:00:00.0000000,2018,Apr,Tue,0,22647,2021-01-31 20:00:00.0000000,NOT HOLIDAY,WD
3.78,0,0,10.09,2018-04-17 19:30:00.0000000,2018-04-17 20:30:00.0000000,2018,Apr,Tue,0,22648,2021-01-31 20:30:00.0000000,NOT HOLIDAY,WD
3.59,0,0,10.19,2018-04-17 20:00:00.0000000,2018-04-17 21:00:00.0000000,2018,Apr,Tue,0,22649,2021-01-31 21:00:00.0000000,NOT HOLIDAY,WD
3.34,0,0,10.51,2018-04-17 20:30:00.0000000,2018-04-17 21:30:00.0000000,2018,Apr,Tue,0,22650,2021-01-31 21:30:00.0000000,NOT HOLIDAY,WD
2.96,0,0,10.56,2018-04-17 21:00:00.0000000,2018-04-17 22:00:00.0000000,2018,Apr,Tue,0,22651,2021-01-31 22:00:00.0000000,NOT HOLIDAY,WD
2.6,0,0,10.62,2018-04-17 21:30:00.0000000,2018-04-17 22:30:00.0000000,2018,Apr,Tue,0,22652,2021-01-31 22:30:00.0000000,NOT HOLIDAY,WD
2.3,0,0,10.43,2018-04-17 22:00:00.0000000,2018-04-17 23:00:00.0000000,2018,Apr,Tue,0,22653,2021-01-31 23:00:00.0000000,NOT HOLIDAY,WD
2.02,0,0,10.34,2018-04-17 22:30:00.0000000,2018-04-17 23:30:00.0000000,2018,Apr,Tue,0,22654,2021-01-31 23:30:00.0000000,NOT HOLIDAY,WD
1.97,0,0,10.34,2018-04-17 23:00:00.0000000,2018-04-18 00:00:00.0000000,2018,Apr,Wed,0,22655,2021-01-31 00:00:00.0000000,NOT HOLIDAY,WD
1.88,0,0,10.28,2018-04-17 23:30:00.0000000,2018-04-18 00:30:00.0000000,2018,Apr,Wed,0,22656,2021-01-31 00:30:00.0000000,NOT HOLIDAY,WD
2.08,0,0,10.52,2018-04-18 00:00:00.0000000,2018-04-18 01:00:00.0000000,2018,Apr,Wed,0,22657,2021-01-31 01:00:00.0000000,NOT HOLIDAY,WD
2.04,0,0,10.72,2018-04-18 00:30:00.0000000,2018-04-18 01:30:00.0000000,2018,Apr,Wed,0,22658,2021-01-31 01:30:00.0000000,NOT HOLIDAY,WD
2,0,0,10.63,2018-04-18 01:00:00.0000000,2018-04-18 02:00:00.0000000,2018,Apr,Wed,0,22659,2021-01-31 02:00:00.0000000,NOT HOLIDAY,WD
1.86,0,0,10.57,2018-04-18 01:30:00.0000000,2018-04-18 02:30:00.0000000,2018,Apr,Wed,0,22660,2021-01-31 02:30:00.0000000,NOT HOLIDAY,WD
1.79,0,0,10.46,2018-04-18 02:00:00.0000000,2018-04-18 03:00:00.0000000,2018,Apr,Wed,0,22661,2021-01-31 03:00:00.0000000,NOT HOLIDAY,WD
1.74,0,0,10.26,2018-04-18 02:30:00.0000000,2018-04-18 03:30:00.0000000,2018,Apr,Wed,0,22662,2021-01-31 03:30:00.0000000,NOT HOLIDAY,WD
1.74,0,0,10.17,2018-04-18 03:00:00.0000000,2018-04-18 04:00:00.0000000,2018,Apr,Wed,0,22663,2021-01-31 04:00:00.0000000,NOT HOLIDAY,WD
1.69,0,0,9.93,2018-04-18 03:30:00.0000000,2018-04-18 04:30:00.0000000,2018,Apr,Wed,0,22664,2021-01-31 04:30:00.0000000,NOT HOLIDAY,WD
1.77,0,0,9.58,2018-04-18 04:00:00.0000000,2018-04-18 05:00:00.0000000,2018,Apr,Wed,0,22665,2021-01-31 05:00:00.0000000,NOT HOLIDAY,WD
2.03,0,0,9.73,2018-04-18 04:30:00.0000000,2018-04-18 05:30:00.0000000,2018,Apr,Wed,0,22666,2021-01-31 05:30:00.0000000,NOT HOLIDAY,WD
2.4,1.57,0,9.96,2018-04-18 05:00:00.0000000,2018-04-18 06:00:00.0000000,2018,Apr,Wed,0,22667,2021-01-31 06:00:00.0000000,NOT HOLIDAY,WD
2.84,17.69,0.06,10.21,2018-04-18 05:30:00.0000000,2018-04-18 06:30:00.0000000,2018,Apr,Wed,0,22668,2021-01-31 06:30:00.0000000,NOT HOLIDAY,WD
3.18,72.57,0.21,10.62,2018-04-18 06:00:00.0000000,2018-04-18 07:00:00.0000000,2018,Apr,Wed,0,22669,2021-01-31 07:00:00.0000000,NOT HOLIDAY,WD
3.44,154.81,0.46,10.54,2018-04-18 06:30:00.0000000,2018-04-18 07:30:00.0000000,2018,Apr,Wed,0,22670,2021-01-31 07:30:00.0000000,NOT HOLIDAY,WD
3.35,257.42,0.9,13.12,2018-04-18 07:00:00.0000000,2018-04-18 08:00:00.0000000,2018,Apr,Wed,0,22671,2021-01-31 08:00:00.0000000,NOT HOLIDAY,WD
3.21,369.69,1.43,15.5,2018-04-18 07:30:00.0000000,2018-04-18 08:30:00.0000000,2018,Apr,Wed,0,22672,2021-01-31 08:30:00.0000000,NOT HOLIDAY,WD
3.06,479.36,1.95,17.4,2018-04-18 08:00:00.0000000,2018-04-18 09:00:00.0000000,2018,Apr,Wed,0,22673,2021-01-31 09:00:00.0000000,NOT HOLIDAY,WD
2.88,588.18,2.44,19.62,2018-04-18 08:30:00.0000000,2018-04-18 09:30:00.0000000,2018,Apr,Wed,0,22674,2021-01-31 09:30:00.0000000,NOT HOLIDAY,WD
2.73,689.59,2.88,21.5,2018-04-18 09:00:00.0000000,2018-04-18 10:00:00.0000000,2018,Apr,Wed,0,22675,2021-01-31 10:00:00.0000000,NOT HOLIDAY,WD
2.6,779.03,3.25,22.07,2018-04-18 09:30:00.0000000,2018-04-18 10:30:00.0000000,2018,Apr,Wed,0,22676,2021-01-31 10:30:00.0000000,NOT HOLIDAY,WD
2.45,858.17,3.58,22.75,2018-04-18 10:00:00.0000000,2018-04-18 11:00:00.0000000,2018,Apr,Wed,0,22677,2021-01-31 11:00:00.0000000,NOT HOLIDAY,WD
2.4,923.26,3.75,25.13,2018-04-18 10:30:00.0000000,2018-04-18 11:30:00.0000000,2018,Apr,Wed,0,22678,2021-01-31 11:30:00.0000000,NOT HOLIDAY,WD
2.36,968.85,3.79,23.23,2018-04-18 11:00:00.0000000,2018-04-18 12:00:00.0000000,2018,Apr,Wed,0,22679,2021-01-31 12:00:00.0000000,NOT HOLIDAY,WD
2.28,997.44,3.79,25.46,2018-04-18 11:30:00.0000000,2018-04-18 12:30:00.0000000,2018,Apr,Wed,0,22680,2021-01-31 12:30:00.0000000,NOT HOLIDAY,WD
2.19,1007.95,3.79,27.98,2018-04-18 12:00:00.0000000,2018-04-18 13:00:00.0000000,2018,Apr,Wed,0,22681,2021-01-31 13:00:00.0000000,NOT HOLIDAY,WD
2.17,996.59,3.79,29.17,2018-04-18 12:30:00.0000000,2018-04-18 13:30:00.0000000,2018,Apr,Wed,0,22682,2021-01-31 13:30:00.0000000,NOT HOLIDAY,WD
2.15,973.12,3.79,29.25,2018-04-18 13:00:00.0000000,2018-04-18 14:00:00.0000000,2018,Apr,Wed,0,22683,2021-01-31 14:00:00.0000000,NOT HOLIDAY,WD
2.13,936.72,3.78,30.96,2018-04-18 13:30:00.0000000,2018-04-18 14:30:00.0000000,2018,Apr,Wed,0,22684,2021-01-31 14:30:00.0000000,NOT HOLIDAY,WD
2.17,839.57,3.56,29.38,2018-04-18 14:00:00.0000000,2018-04-18 15:00:00.0000000,2018,Apr,Wed,0,22685,2021-01-31 15:00:00.0000000,NOT HOLIDAY,WD
2.33,769.77,3.3,28.74,2018-04-18 14:30:00.0000000,2018-04-18 15:30:00.0000000,2018,Apr,Wed,0,22686,2021-01-31 15:30:00.0000000,NOT HOLIDAY,WD
2.61,644.51,2.84,28.31,2018-04-18 15:00:00.0000000,2018-04-18 16:00:00.0000000,2018,Apr,Wed,0,22687,2021-01-31 16:00:00.0000000,NOT HOLIDAY,WD
2.9,608.96,2.71,26.18,2018-04-18 15:30:00.0000000,2018-04-18 16:30:00.0000000,2018,Apr,Wed,0,22688,2021-01-31 16:30:00.0000000,NOT HOLIDAY,WD
3.16,516.7,2.32,24.85,2018-04-18 16:00:00.0000000,2018-04-18 17:00:00.0000000,2018,Apr,Wed,0,22689,2021-01-31 17:00:00.0000000,NOT HOLIDAY,WD
3.22,402.24,1.8,23.33,2018-04-18 16:30:00.0000000,2018-04-18 17:30:00.0000000,2018,Apr,Wed,0,22690,2021-01-31 17:30:00.0000000,NOT HOLIDAY,WD
3.35,263.61,1.14,20.87,2018-04-18 17:00:00.0000000,2018-04-18 18:00:00.0000000,2018,Apr,Wed,0,22691,2021-01-31 18:00:00.0000000,NOT HOLIDAY,WD
3.45,153.31,0.62,18.08,2018-04-18 17:30:00.0000000,2018-04-18 18:30:00.0000000,2018,Apr,Wed,0,22692,2021-01-31 18:30:00.0000000,NOT HOLIDAY,WD
3.36,89.93,0.32,16.49,2018-04-18 18:00:00.0000000,2018-04-18 19:00:00.0000000,2018,Apr,Wed,0,22693,2021-01-31 19:00:00.0000000,NOT HOLIDAY,WD
3.39,30.43,0.1,14.75,2018-04-18 18:30:00.0000000,2018-04-18 19:30:00.0000000,2018,Apr,Wed,0,22694,2021-01-31 19:30:00.0000000,NOT HOLIDAY,WD
3.44,2.54,0.01,12.73,2018-04-18 19:00:00.0000000,2018-04-18 20:00:00.0000000,2018,Apr,Wed,0,22695,2021-01-31 20:00:00.0000000,NOT HOLIDAY,WD
3.56,0,0,11.65,2018-04-18 19:30:00.0000000,2018-04-18 20:30:00.0000000,2018,Apr,Wed,0,22696,2021-01-31 20:30:00.0000000,NOT HOLIDAY,WD
3.42,0,0,10.88,2018-04-18 20:00:00.0000000,2018-04-18 21:00:00.0000000,2018,Apr,Wed,0,22697,2021-01-31 21:00:00.0000000,NOT HOLIDAY,WD
3.15,0,0,10.37,2018-04-18 20:30:00.0000000,2018-04-18 21:30:00.0000000,2018,Apr,Wed,0,22698,2021-01-31 21:30:00.0000000,NOT HOLIDAY,WD
2.8,0,0,10.1,2018-04-18 21:00:00.0000000,2018-04-18 22:00:00.0000000,2018,Apr,Wed,0,22699,2021-01-31 22:00:00.0000000,NOT HOLIDAY,WD
2.42,0,0,9.09,2018-04-18 21:30:00.0000000,2018-04-18 22:30:00.0000000,2018,Apr,Wed,0,22700,2021-01-31 22:30:00.0000000,NOT HOLIDAY,WD
2.22,0,0,8.71,2018-04-18 22:00:00.0000000,2018-04-18 23:00:00.0000000,2018,Apr,Wed,0,22701,2021-01-31 23:00:00.0000000,NOT HOLIDAY,WD
1.99,0,0,7.92,2018-04-18 22:30:00.0000000,2018-04-18 23:30:00.0000000,2018,Apr,Wed,0,22702,2021-01-31 23:30:00.0000000,NOT HOLIDAY,WD
1.95,0,0,8.24,2018-04-18 23:00:00.0000000,2018-04-19 00:00:00.0000000,2018,Apr,Thu,0,22703,2021-01-31 00:00:00.0000000,NOT HOLIDAY,WD
